Strain,Metal_atomic_mass,Chalcogen_atomic_mass,Direction,Crack length,Temperature,Stress
0.246,95.95,32.06,Armchair,0,200,0
0.247,95.95,32.06,Armchair,0,200,0
0.248,95.95,32.06,Armchair,0,200,0
0.249,95.95,32.06,Armchair,0,200,0
0.25,95.95,32.06,Armchair,0,200,0
0.251,95.95,32.06,Armchair,0,200,0
0.252,95.95,32.06,Armchair,0,200,0
0.253,95.95,32.06,Armchair,0,200,0
0.254,95.95,32.06,Armchair,0,200,0
0.255,95.95,32.06,Armchair,0,200,0
0.256,95.95,32.06,Armchair,0,200,0
0.257,95.95,32.06,Armchair,0,200,0
0.258,95.95,32.06,Armchair,0,200,0
0.259,95.95,32.06,Armchair,0,200,0
0.26,95.95,32.06,Armchair,0,200,0
0.261,95.95,32.06,Armchair,0,200,0
0.262,95.95,32.06,Armchair,0,200,0
0.263,95.95,32.06,Armchair,0,200,0
0.264,95.95,32.06,Armchair,0,200,0
0.265,95.95,32.06,Armchair,0,200,0
0.266,95.95,32.06,Armchair,0,200,0
0.267,95.95,32.06,Armchair,0,200,0
0.268,95.95,32.06,Armchair,0,200,0
0.269,95.95,32.06,Armchair,0,200,0
0.27,95.95,32.06,Armchair,0,200,0
0.271,95.95,32.06,Armchair,0,200,0
0.272,95.95,32.06,Armchair,0,200,0
0.273,95.95,32.06,Armchair,0,200,0
0.274,95.95,32.06,Armchair,0,200,0
0.275,95.95,32.06,Armchair,0,200,0
0.276,95.95,32.06,Armchair,0,200,0
0.277,95.95,32.06,Armchair,0,200,0
0.278,95.95,32.06,Armchair,0,200,0
0.279,95.95,32.06,Armchair,0,200,0
0.28,95.95,32.06,Armchair,0,200,0
0.281,95.95,32.06,Armchair,0,200,0
0.282,95.95,32.06,Armchair,0,200,0
0.283,95.95,32.06,Armchair,0,200,0
0.284,95.95,32.06,Armchair,0,200,0
0.285,95.95,32.06,Armchair,0,200,0
0.286,95.95,32.06,Armchair,0,200,0
0.287,95.95,32.06,Armchair,0,200,0
0.288,95.95,32.06,Armchair,0,200,0
0.289,95.95,32.06,Armchair,0,200,0
0.29,95.95,32.06,Armchair,0,200,0
0.291,95.95,32.06,Armchair,0,200,0
0.292,95.95,32.06,Armchair,0,200,0
0.293,95.95,32.06,Armchair,0,200,0
0.294,95.95,32.06,Armchair,0,200,0
0.295,95.95,32.06,Armchair,0,200,0
0.296,95.95,32.06,Armchair,0,200,0
0.297,95.95,32.06,Armchair,0,200,0
0.298,95.95,32.06,Armchair,0,200,0
0.299,95.95,32.06,Armchair,0,200,0
0.3,95.95,32.06,Armchair,0,200,0
0,95.95,32.06,Armchair,0,300,0
0.001,95.95,32.06,Armchair,0,300,0.06310505
0.002,95.95,32.06,Armchair,0,300,0.184640689
0.003,95.95,32.06,Armchair,0,300,0.265358096
0.004,95.95,32.06,Armchair,0,300,0.371974126
0.005,95.95,32.06,Armchair,0,300,0.452000194
0.006,95.95,32.06,Armchair,0,300,0.561063784
0.007,95.95,32.06,Armchair,0,300,0.635181463
0.008,95.95,32.06,Armchair,0,300,0.723412343
0.009,95.95,32.06,Armchair,0,300,0.791455872
0.01,95.95,32.06,Armchair,0,300,0.920144715
0.011,95.95,32.06,Armchair,0,300,0.996240764
0.012,95.95,32.06,Armchair,0,300,1.108889647
0.013,95.95,32.06,Armchair,0,300,1.188428751
0.014,95.95,32.06,Armchair,0,300,1.285742249
0.015,95.95,32.06,Armchair,0,300,1.390054012
0.016,95.95,32.06,Armchair,0,300,1.485968953
0.017,95.95,32.06,Armchair,0,300,1.56024479
0.018,95.95,32.06,Armchair,0,300,1.651377293
0.019,95.95,32.06,Armchair,0,300,1.74458113
0.02,95.95,32.06,Armchair,0,300,1.836899284
0.021,95.95,32.06,Armchair,0,300,1.924882127
0.022,95.95,32.06,Armchair,0,300,1.998463306
0.023,95.95,32.06,Armchair,0,300,2.089357923
0.024,95.95,32.06,Armchair,0,300,2.160717759
0.025,95.95,32.06,Armchair,0,300,2.265823419
0.026,95.95,32.06,Armchair,0,300,2.354995312
0.027,95.95,32.06,Armchair,0,300,2.442306404
0.028,95.95,32.06,Armchair,0,300,2.515008834
0.029,95.95,32.06,Armchair,0,300,2.595280501
0.03,95.95,32.06,Armchair,0,300,2.669768525
0.031,95.95,32.06,Armchair,0,300,2.758905621
0.032,95.95,32.06,Armchair,0,300,2.827651983
0.033,95.95,32.06,Armchair,0,300,2.936685139
0.034,95.95,32.06,Armchair,0,300,3.007058086
0.035,95.95,32.06,Armchair,0,300,3.079628425
0.036,95.95,32.06,Armchair,0,300,3.167194155
0.037,95.95,32.06,Armchair,0,300,3.245046143
0.038,95.95,32.06,Armchair,0,300,3.318107025
0.039,95.95,32.06,Armchair,0,300,3.394766726
0.04,95.95,32.06,Armchair,0,300,3.477679362
0.041,95.95,32.06,Armchair,0,300,3.550004775
0.042,95.95,32.06,Armchair,0,300,3.635323672
0.043,95.95,32.06,Armchair,0,300,3.700766411
0.044,95.95,32.06,Armchair,0,300,3.777163222
0.045,95.95,32.06,Armchair,0,300,3.845272988
0.046,95.95,32.06,Armchair,0,300,3.91948422
0.047,95.95,32.06,Armchair,0,300,4.004067852
0.048,95.95,32.06,Armchair,0,300,4.071215495
0.049,95.95,32.06,Armchair,0,300,4.136868626
0.05,95.95,32.06,Armchair,0,300,4.204520296
0.051,95.95,32.06,Armchair,0,300,4.279693057
0.052,95.95,32.06,Armchair,0,300,4.358450923
0.053,95.95,32.06,Armchair,0,300,4.408182478
0.054,95.95,32.06,Armchair,0,300,4.487729314
0.055,95.95,32.06,Armchair,0,300,4.547240551
0.056,95.95,32.06,Armchair,0,300,4.624705321
0.057,95.95,32.06,Armchair,0,300,4.686717798
0.058,95.95,32.06,Armchair,0,300,4.751425498
0.059,95.95,32.06,Armchair,0,300,4.82577919
0.06,95.95,32.06,Armchair,0,300,4.883509338
0.061,95.95,32.06,Armchair,0,300,4.958755231
0.062,95.95,32.06,Armchair,0,300,5.01713287
0.063,95.95,32.06,Armchair,0,300,5.068566324
0.064,95.95,32.06,Armchair,0,300,5.14789156
0.065,95.95,32.06,Armchair,0,300,5.188160982
0.066,95.95,32.06,Armchair,0,300,5.260701308
0.067,95.95,32.06,Armchair,0,300,5.327386019
0.068,95.95,32.06,Armchair,0,300,5.387370672
0.069,95.95,32.06,Armchair,0,300,5.442851306
0.07,95.95,32.06,Armchair,0,300,5.506360617
0.071,95.95,32.06,Armchair,0,300,5.569694605
0.072,95.95,32.06,Armchair,0,300,5.612544549
0.073,95.95,32.06,Armchair,0,300,5.682505399
0.074,95.95,32.06,Armchair,0,300,5.722024125
0.075,95.95,32.06,Armchair,0,300,5.795131581
0.076,95.95,32.06,Armchair,0,300,5.832641074
0.077,95.95,32.06,Armchair,0,300,5.902813819
0.078,95.95,32.06,Armchair,0,300,5.965594321
0.079,95.95,32.06,Armchair,0,300,6.014789808
0.08,95.95,32.06,Armchair,0,300,6.054226711
0.081,95.95,32.06,Armchair,0,300,6.114462491
0.082,95.95,32.06,Armchair,0,300,6.174311924
0.083,95.95,32.06,Armchair,0,300,6.224832831
0.084,95.95,32.06,Armchair,0,300,6.271027458
0.085,95.95,32.06,Armchair,0,300,6.320819985
0.086,95.95,32.06,Armchair,0,300,6.376846257
0.087,95.95,32.06,Armchair,0,300,6.421386282
0.088,95.95,32.06,Armchair,0,300,6.468838844
0.089,95.95,32.06,Armchair,0,300,6.520682283
0.09,95.95,32.06,Armchair,0,300,6.573532925
0.091,95.95,32.06,Armchair,0,300,6.61490496
0.092,95.95,32.06,Armchair,0,300,6.662468797
0.093,95.95,32.06,Armchair,0,300,6.703456917
0.094,95.95,32.06,Armchair,0,300,6.766193404
0.095,95.95,32.06,Armchair,0,300,6.792254678
0.096,95.95,32.06,Armchair,0,300,6.847804508
0.097,95.95,32.06,Armchair,0,300,6.888723907
0.098,95.95,32.06,Armchair,0,300,6.938798849
0.099,95.95,32.06,Armchair,0,300,6.978812166
0.1,95.95,32.06,Armchair,0,300,7.024418388
0.101,95.95,32.06,Armchair,0,300,7.055255113
0.102,95.95,32.06,Armchair,0,300,7.098492463
0.103,95.95,32.06,Armchair,0,300,7.134893297
0.104,95.95,32.06,Armchair,0,300,7.18776123
0.105,95.95,32.06,Armchair,0,300,7.23620496
0.106,95.95,32.06,Armchair,0,300,7.26657577
0.107,95.95,32.06,Armchair,0,300,7.299781601
0.108,95.95,32.06,Armchair,0,300,7.349398066
0.109,95.95,32.06,Armchair,0,300,7.381128183
0.11,95.95,32.06,Armchair,0,300,7.42038135
0.111,95.95,32.06,Armchair,0,300,7.452883886
0.112,95.95,32.06,Armchair,0,300,7.50508725
0.113,95.95,32.06,Armchair,0,300,7.523385256
0.114,95.95,32.06,Armchair,0,300,7.572496296
0.115,95.95,32.06,Armchair,0,300,7.598020747
0.116,95.95,32.06,Armchair,0,300,7.635352367
0.117,95.95,32.06,Armchair,0,300,7.676948348
0.118,95.95,32.06,Armchair,0,300,7.696133151
0.119,95.95,32.06,Armchair,0,300,7.730079745
0.12,95.95,32.06,Armchair,0,300,7.762189943
0.121,95.95,32.06,Armchair,0,300,7.799545967
0.122,95.95,32.06,Armchair,0,300,7.831954303
0.123,95.95,32.06,Armchair,0,300,7.865805654
0.124,95.95,32.06,Armchair,0,300,7.881329906
0.125,95.95,32.06,Armchair,0,300,7.918433994
0.126,95.95,32.06,Armchair,0,300,7.960950154
0.127,95.95,32.06,Armchair,0,300,7.975390168
0.128,95.95,32.06,Armchair,0,300,8.005538028
0.129,95.95,32.06,Armchair,0,300,8.026095806
0.13,95.95,32.06,Armchair,0,300,8.072211824
0.131,95.95,32.06,Armchair,0,300,8.090980937
0.132,95.95,32.06,Armchair,0,300,8.108762351
0.133,95.95,32.06,Armchair,0,300,8.14932634
0.134,95.95,32.06,Armchair,0,300,8.141886449
0.135,95.95,32.06,Armchair,0,300,7.894801587
0.136,95.95,32.06,Armchair,0,300,7.178038325
0.137,95.95,32.06,Armchair,0,300,5.941941779
0.138,95.95,32.06,Armchair,0,300,4.105781348
0.139,95.95,32.06,Armchair,0,300,1.005084775
0.14,95.95,32.06,Armchair,0,300,0
0.141,95.95,32.06,Armchair,0,300,0
0.142,95.95,32.06,Armchair,0,300,0
0.143,95.95,32.06,Armchair,0,300,0
0.144,95.95,32.06,Armchair,0,300,0
0.145,95.95,32.06,Armchair,0,300,0
0.146,95.95,32.06,Armchair,0,300,0
0.147,95.95,32.06,Armchair,0,300,0
0.148,95.95,32.06,Armchair,0,300,0
0.149,95.95,32.06,Armchair,0,300,0
0.15,95.95,32.06,Armchair,0,300,0
0.151,95.95,32.06,Armchair,0,300,0
0.152,95.95,32.06,Armchair,0,300,0
0.153,95.95,32.06,Armchair,0,300,0
0.154,95.95,32.06,Armchair,0,300,0
0.155,95.95,32.06,Armchair,0,300,0
0.156,95.95,32.06,Armchair,0,300,0
0.157,95.95,32.06,Armchair,0,300,0
0.158,95.95,32.06,Armchair,0,300,0
0.159,95.95,32.06,Armchair,0,300,0
0.16,95.95,32.06,Armchair,0,300,0
0.161,95.95,32.06,Armchair,0,300,0
0.162,95.95,32.06,Armchair,0,300,0
0.163,95.95,32.06,Armchair,0,300,0
0.164,95.95,32.06,Armchair,0,300,0
0.165,95.95,32.06,Armchair,0,300,0
0.166,95.95,32.06,Armchair,0,300,0
0.167,95.95,32.06,Armchair,0,300,0
0.168,95.95,32.06,Armchair,0,300,0
0.169,95.95,32.06,Armchair,0,300,0
0.17,95.95,32.06,Armchair,0,300,0
0.171,95.95,32.06,Armchair,0,300,0
0.172,95.95,32.06,Armchair,0,300,0
0.173,95.95,32.06,Armchair,0,300,0
0.174,95.95,32.06,Armchair,0,300,0
0.175,95.95,32.06,Armchair,0,300,0
0.176,95.95,32.06,Armchair,0,300,0
0.177,95.95,32.06,Armchair,0,300,0
0.178,95.95,32.06,Armchair,0,300,0
0.179,95.95,32.06,Armchair,0,300,0
0.18,95.95,32.06,Armchair,0,300,0
0.181,95.95,32.06,Armchair,0,300,0
0.182,95.95,32.06,Armchair,0,300,0
0.183,95.95,32.06,Armchair,0,300,0
0.184,95.95,32.06,Armchair,0,300,0
0.185,95.95,32.06,Armchair,0,300,0
0.186,95.95,32.06,Armchair,0,300,0
0.187,95.95,32.06,Armchair,0,300,0
0.188,95.95,32.06,Armchair,0,300,0
0.189,95.95,32.06,Armchair,0,300,0
0.19,95.95,32.06,Armchair,0,300,0
0.191,95.95,32.06,Armchair,0,300,0
0.192,95.95,32.06,Armchair,0,300,0
0.193,95.95,32.06,Armchair,0,300,0
0.194,95.95,32.06,Armchair,0,300,0
0.195,95.95,32.06,Armchair,0,300,0
0.196,95.95,32.06,Armchair,0,300,0
0.197,95.95,32.06,Armchair,0,300,0
0.198,95.95,32.06,Armchair,0,300,0
0.199,95.95,32.06,Armchair,0,300,0
0.2,95.95,32.06,Armchair,0,300,0
0.201,95.95,32.06,Armchair,0,300,0
0.202,95.95,32.06,Armchair,0,300,0
0.203,95.95,32.06,Armchair,0,300,0
0.204,95.95,32.06,Armchair,0,300,0
0.205,95.95,32.06,Armchair,0,300,0
0.206,95.95,32.06,Armchair,0,300,0
0.207,95.95,32.06,Armchair,0,300,0
0.208,95.95,32.06,Armchair,0,300,0
0.209,95.95,32.06,Armchair,0,300,0
0.21,95.95,32.06,Armchair,0,300,0
0.211,95.95,32.06,Armchair,0,300,0
0.212,95.95,32.06,Armchair,0,300,0
0.213,95.95,32.06,Armchair,0,300,0
0.214,95.95,32.06,Armchair,0,300,0
0.215,95.95,32.06,Armchair,0,300,0
0.216,95.95,32.06,Armchair,0,300,0
0.217,95.95,32.06,Armchair,0,300,0
0.218,95.95,32.06,Armchair,0,300,0
0.219,95.95,32.06,Armchair,0,300,0
0.22,95.95,32.06,Armchair,0,300,0
0.221,95.95,32.06,Armchair,0,300,0
0.222,95.95,32.06,Armchair,0,300,0
0.223,95.95,32.06,Armchair,0,300,0
0.224,95.95,32.06,Armchair,0,300,0
0.225,95.95,32.06,Armchair,0,300,0
0.226,95.95,32.06,Armchair,0,300,0
0.227,95.95,32.06,Armchair,0,300,0
0.228,95.95,32.06,Armchair,0,300,0
0.229,95.95,32.06,Armchair,0,300,0
0.23,95.95,32.06,Armchair,0,300,0
0.231,95.95,32.06,Armchair,0,300,0
0.232,95.95,32.06,Armchair,0,300,0
0.233,95.95,32.06,Armchair,0,300,0
0.234,95.95,32.06,Armchair,0,300,0
0.235,95.95,32.06,Armchair,0,300,0
0.236,95.95,32.06,Armchair,0,300,0
0.237,95.95,32.06,Armchair,0,300,0
0.238,95.95,32.06,Armchair,0,300,0
0.239,95.95,32.06,Armchair,0,300,0
0.24,95.95,32.06,Armchair,0,300,0
0.241,95.95,32.06,Armchair,0,300,0
0.242,95.95,32.06,Armchair,0,300,0
0.243,95.95,32.06,Armchair,0,300,0
0.244,95.95,32.06,Armchair,0,300,0
0.245,95.95,32.06,Armchair,0,300,0
0.246,95.95,32.06,Armchair,0,300,0
0.247,95.95,32.06,Armchair,0,300,0
0.248,95.95,32.06,Armchair,0,300,0
0.249,95.95,32.06,Armchair,0,300,0
0.25,95.95,32.06,Armchair,0,300,0
0.251,95.95,32.06,Armchair,0,300,0
0.252,95.95,32.06,Armchair,0,300,0
0.253,95.95,32.06,Armchair,0,300,0
0.254,95.95,32.06,Armchair,0,300,0
0.255,95.95,32.06,Armchair,0,300,0
0.256,95.95,32.06,Armchair,0,300,0
0.257,95.95,32.06,Armchair,0,300,0
0.258,95.95,32.06,Armchair,0,300,0
0.259,95.95,32.06,Armchair,0,300,0
0.26,95.95,32.06,Armchair,0,300,0
0.261,95.95,32.06,Armchair,0,300,0
0.262,95.95,32.06,Armchair,0,300,0
0.263,95.95,32.06,Armchair,0,300,0
0.264,95.95,32.06,Armchair,0,300,0
0.265,95.95,32.06,Armchair,0,300,0
0.266,95.95,32.06,Armchair,0,300,0
0.267,95.95,32.06,Armchair,0,300,0
0.268,95.95,32.06,Armchair,0,300,0
0.269,95.95,32.06,Armchair,0,300,0
0.27,95.95,32.06,Armchair,0,300,0
0.271,95.95,32.06,Armchair,0,300,0
0.272,95.95,32.06,Armchair,0,300,0
0.273,95.95,32.06,Armchair,0,300,0
0.274,95.95,32.06,Armchair,0,300,0
0.275,95.95,32.06,Armchair,0,300,0
0.276,95.95,32.06,Armchair,0,300,0
0.277,95.95,32.06,Armchair,0,300,0
0.278,95.95,32.06,Armchair,0,300,0
0.279,95.95,32.06,Armchair,0,300,0
0.28,95.95,32.06,Armchair,0,300,0
0.281,95.95,32.06,Armchair,0,300,0
0.282,95.95,32.06,Armchair,0,300,0
0.283,95.95,32.06,Armchair,0,300,0
0.284,95.95,32.06,Armchair,0,300,0
0.285,95.95,32.06,Armchair,0,300,0
0.286,95.95,32.06,Armchair,0,300,0
0.287,95.95,32.06,Armchair,0,300,0
0.288,95.95,32.06,Armchair,0,300,0
0.289,95.95,32.06,Armchair,0,300,0
0.29,95.95,32.06,Armchair,0,300,0
0.291,95.95,32.06,Armchair,0,300,0
0.292,95.95,32.06,Armchair,0,300,0
0.293,95.95,32.06,Armchair,0,300,0
0.294,95.95,32.06,Armchair,0,300,0
0.295,95.95,32.06,Armchair,0,300,0
0.296,95.95,32.06,Armchair,0,300,0
0.297,95.95,32.06,Armchair,0,300,0
0.298,95.95,32.06,Armchair,0,300,0
0.299,95.95,32.06,Armchair,0,300,0
0.3,95.95,32.06,Armchair,0,300,0
0,95.95,32.06,Armchair,0,400,0
0.001,95.95,32.06,Armchair,0,400,0.070088969
0.002,95.95,32.06,Armchair,0,400,0.187806507
0.003,95.95,32.06,Armchair,0,400,0.28619802
0.004,95.95,32.06,Armchair,0,400,0.382555009
0.005,95.95,32.06,Armchair,0,400,0.438497643
0.006,95.95,32.06,Armchair,0,400,0.54236691
0.007,95.95,32.06,Armchair,0,400,0.630397449
0.008,95.95,32.06,Armchair,0,400,0.738881835
0.009,95.95,32.06,Armchair,0,400,0.812094777
0.01,95.95,32.06,Armchair,0,400,0.890755011
0.011,95.95,32.06,Armchair,0,400,0.986307424
0.012,95.95,32.06,Armchair,0,400,1.068208731
0.013,95.95,32.06,Armchair,0,400,1.154029515
0.014,95.95,32.06,Armchair,0,400,1.255333288
0.015,95.95,32.06,Armchair,0,400,1.348453632
0.016,95.95,32.06,Armchair,0,400,1.441533203
0.017,95.95,32.06,Armchair,0,400,1.522311791
0.018,95.95,32.06,Armchair,0,400,1.612903092
0.019,95.95,32.06,Armchair,0,400,1.672997448
0.02,95.95,32.06,Armchair,0,400,1.78355411
0.021,95.95,32.06,Armchair,0,400,1.866820784
0.022,95.95,32.06,Armchair,0,400,1.949229384
0.023,95.95,32.06,Armchair,0,400,2.028470959
0.024,95.95,32.06,Armchair,0,400,2.127042154
0.025,95.95,32.06,Armchair,0,400,2.217032445
0.026,95.95,32.06,Armchair,0,400,2.273452018
0.027,95.95,32.06,Armchair,0,400,2.372756658
0.028,95.95,32.06,Armchair,0,400,2.477691494
0.029,95.95,32.06,Armchair,0,400,2.517103926
0.03,95.95,32.06,Armchair,0,400,2.59153657
0.031,95.95,32.06,Armchair,0,400,2.679995049
0.032,95.95,32.06,Armchair,0,400,2.796922482
0.033,95.95,32.06,Armchair,0,400,2.838821672
0.034,95.95,32.06,Armchair,0,400,2.929623994
0.035,95.95,32.06,Armchair,0,400,3.029533349
0.036,95.95,32.06,Armchair,0,400,3.076570754
0.037,95.95,32.06,Armchair,0,400,3.162202962
0.038,95.95,32.06,Armchair,0,400,3.2368688
0.039,95.95,32.06,Armchair,0,400,3.322441593
0.04,95.95,32.06,Armchair,0,400,3.396895031
0.041,95.95,32.06,Armchair,0,400,3.472235825
0.042,95.95,32.06,Armchair,0,400,3.559241499
0.043,95.95,32.06,Armchair,0,400,3.61814688
0.044,95.95,32.06,Armchair,0,400,3.693639084
0.045,95.95,32.06,Armchair,0,400,3.761618675
0.046,95.95,32.06,Armchair,0,400,3.837403645
0.047,95.95,32.06,Armchair,0,400,3.912811073
0.048,95.95,32.06,Armchair,0,400,3.985799507
0.049,95.95,32.06,Armchair,0,400,4.053885575
0.05,95.95,32.06,Armchair,0,400,4.124259628
0.051,95.95,32.06,Armchair,0,400,4.190148353
0.052,95.95,32.06,Armchair,0,400,4.257812103
0.053,95.95,32.06,Armchair,0,400,4.316644463
0.054,95.95,32.06,Armchair,0,400,4.400552449
0.055,95.95,32.06,Armchair,0,400,4.443178865
0.056,95.95,32.06,Armchair,0,400,4.547460252
0.057,95.95,32.06,Armchair,0,400,4.565879306
0.058,95.95,32.06,Armchair,0,400,4.663005256
0.059,95.95,32.06,Armchair,0,400,4.712632756
0.06,95.95,32.06,Armchair,0,400,4.77900464
0.061,95.95,32.06,Armchair,0,400,4.855580684
0.062,95.95,32.06,Armchair,0,400,4.901805455
0.063,95.95,32.06,Armchair,0,400,4.976065195
0.064,95.95,32.06,Armchair,0,400,5.018464235
0.065,95.95,32.06,Armchair,0,400,5.089978415
0.066,95.95,32.06,Armchair,0,400,5.156767531
0.067,95.95,32.06,Armchair,0,400,5.208837852
0.068,95.95,32.06,Armchair,0,400,5.283425072
0.069,95.95,32.06,Armchair,0,400,5.324785574
0.07,95.95,32.06,Armchair,0,400,5.385208008
0.071,95.95,32.06,Armchair,0,400,5.44399334
0.072,95.95,32.06,Armchair,0,400,5.51405716
0.073,95.95,32.06,Armchair,0,400,5.566508222
0.074,95.95,32.06,Armchair,0,400,5.602136
0.075,95.95,32.06,Armchair,0,400,5.676284664
0.076,95.95,32.06,Armchair,0,400,5.719961568
0.077,95.95,32.06,Armchair,0,400,5.771872991
0.078,95.95,32.06,Armchair,0,400,5.83470126
0.079,95.95,32.06,Armchair,0,400,5.899267896
0.08,95.95,32.06,Armchair,0,400,5.915107095
0.081,95.95,32.06,Armchair,0,400,5.990084579
0.082,95.95,32.06,Armchair,0,400,6.019270288
0.083,95.95,32.06,Armchair,0,400,6.079764471
0.084,95.95,32.06,Armchair,0,400,6.143950462
0.085,95.95,32.06,Armchair,0,400,6.177614747
0.086,95.95,32.06,Armchair,0,400,6.233944952
0.087,95.95,32.06,Armchair,0,400,6.284888062
0.088,95.95,32.06,Armchair,0,400,6.318219273
0.089,95.95,32.06,Armchair,0,400,6.382366598
0.09,95.95,32.06,Armchair,0,400,6.428441509
0.091,95.95,32.06,Armchair,0,400,6.461705943
0.092,95.95,32.06,Armchair,0,400,6.522174887
0.093,95.95,32.06,Armchair,0,400,6.566379925
0.094,95.95,32.06,Armchair,0,400,6.602070147
0.095,95.95,32.06,Armchair,0,400,6.650715662
0.096,95.95,32.06,Armchair,0,400,6.694873611
0.097,95.95,32.06,Armchair,0,400,6.720617121
0.098,95.95,32.06,Armchair,0,400,6.766847
0.099,95.95,32.06,Armchair,0,400,6.827932086
0.1,95.95,32.06,Armchair,0,400,6.851692918
0.101,95.95,32.06,Armchair,0,400,6.899330231
0.102,95.95,32.06,Armchair,0,400,6.937976972
0.103,95.95,32.06,Armchair,0,400,6.991976161
0.104,95.95,32.06,Armchair,0,400,7.02801681
0.105,95.95,32.06,Armchair,0,400,7.050210038
0.106,95.95,32.06,Armchair,0,400,7.10845932
0.107,95.95,32.06,Armchair,0,400,7.138320357
0.108,95.95,32.06,Armchair,0,400,7.16828452
0.109,95.95,32.06,Armchair,0,400,7.213637876
0.11,95.95,32.06,Armchair,0,400,7.247936773
0.111,95.95,32.06,Armchair,0,400,7.289879286
0.112,95.95,32.06,Armchair,0,400,7.316881158
0.113,95.95,32.06,Armchair,0,400,7.340380602
0.114,95.95,32.06,Armchair,0,400,7.391758266
0.115,95.95,32.06,Armchair,0,400,7.404538453
0.116,95.95,32.06,Armchair,0,400,7.419574151
0.117,95.95,32.06,Armchair,0,400,7.251062757
0.118,95.95,32.06,Armchair,0,400,6.628030232
0.119,95.95,32.06,Armchair,0,400,5.637343558
0.12,95.95,32.06,Armchair,0,400,4.177548225
0.121,95.95,32.06,Armchair,0,400,2.005025958
0.122,95.95,32.06,Armchair,0,400,0
0.123,95.95,32.06,Armchair,0,400,0
0.124,95.95,32.06,Armchair,0,400,0
0.125,95.95,32.06,Armchair,0,400,0
0.126,95.95,32.06,Armchair,0,400,0
0.127,95.95,32.06,Armchair,0,400,0
0.128,95.95,32.06,Armchair,0,400,0
0.129,95.95,32.06,Armchair,0,400,0
0.13,95.95,32.06,Armchair,0,400,0
0.131,95.95,32.06,Armchair,0,400,0
0.132,95.95,32.06,Armchair,0,400,0
0.133,95.95,32.06,Armchair,0,400,0
0.134,95.95,32.06,Armchair,0,400,0
0.135,95.95,32.06,Armchair,0,400,0
0.136,95.95,32.06,Armchair,0,400,0
0.137,95.95,32.06,Armchair,0,400,0
0.138,95.95,32.06,Armchair,0,400,0
0.139,95.95,32.06,Armchair,0,400,0
0.14,95.95,32.06,Armchair,0,400,0
0.141,95.95,32.06,Armchair,0,400,0
0.142,95.95,32.06,Armchair,0,400,0
0.143,95.95,32.06,Armchair,0,400,0
0.144,95.95,32.06,Armchair,0,400,0
0.145,95.95,32.06,Armchair,0,400,0
0.146,95.95,32.06,Armchair,0,400,0
0.147,95.95,32.06,Armchair,0,400,0
0.148,95.95,32.06,Armchair,0,400,0
0.149,95.95,32.06,Armchair,0,400,0
0.15,95.95,32.06,Armchair,0,400,0
0.151,95.95,32.06,Armchair,0,400,0
0.152,95.95,32.06,Armchair,0,400,0
0.153,95.95,32.06,Armchair,0,400,0
0.154,95.95,32.06,Armchair,0,400,0
0.155,95.95,32.06,Armchair,0,400,0
0.156,95.95,32.06,Armchair,0,400,0
0.157,95.95,32.06,Armchair,0,400,0
0.158,95.95,32.06,Armchair,0,400,0
0.159,95.95,32.06,Armchair,0,400,0
0.16,95.95,32.06,Armchair,0,400,0
0.161,95.95,32.06,Armchair,0,400,0
0.162,95.95,32.06,Armchair,0,400,0
0.163,95.95,32.06,Armchair,0,400,0
0.164,95.95,32.06,Armchair,0,400,0
0.165,95.95,32.06,Armchair,0,400,0
0.166,95.95,32.06,Armchair,0,400,0
0.167,95.95,32.06,Armchair,0,400,0
0.168,95.95,32.06,Armchair,0,400,0
0.169,95.95,32.06,Armchair,0,400,0
0.17,95.95,32.06,Armchair,0,400,0
0.171,95.95,32.06,Armchair,0,400,0
0.172,95.95,32.06,Armchair,0,400,0
0.173,95.95,32.06,Armchair,0,400,0
0.174,95.95,32.06,Armchair,0,400,0
0.175,95.95,32.06,Armchair,0,400,0
0.176,95.95,32.06,Armchair,0,400,0
0.177,95.95,32.06,Armchair,0,400,0
0.178,95.95,32.06,Armchair,0,400,0
0.179,95.95,32.06,Armchair,0,400,0
0.18,95.95,32.06,Armchair,0,400,0
0.181,95.95,32.06,Armchair,0,400,0
0.182,95.95,32.06,Armchair,0,400,0
0.183,95.95,32.06,Armchair,0,400,0
